SubjectCode,Subject,Series,Component,MaxRawMark,A,B,C,D,E
9702,Physics,june-2023,22,60,44,38,31,24,16
9702,Physics,june-2023,23,60,41,35,28,21,15
9702,Physics,june-2023,31,40,30,27,24,22,20
9702,Physics,june-2023,32,40,32,30,27,25,23
9702,Physics,june-2023,33,40,32,29,26,23,20
9702,Physics,june-2023,34,40,31,29,26,23,21
9702,Physics,june-2023,35,40,30,28,25,22,19
9702,Physics,june-2023,41,100,62,50,40,30,19
9702,Physics,june-2023,42,100,63,51,41,31,20
9702,Physics,june-2023,43,100,62,50,40,30,19
9702,Physics,june-2023,50,75,60,51,43,35,27
9702,Physics,june-2023,51,30,23,19,16,12,9
9702,Physics,june-2023,52,30,20,16,13,10,7
9702,Physics,june-2023,53,30,23,19,16,12,9
9702,Physics,june-2023,60,75,56,49,41,33,26
9718,Portuguese A Level,june-2023,01,100,78,68,61,54,48
9718,Portuguese A Level,june-2023,02,70,51,46,40,34,29
9718,Portuguese A Level,june-2023,03,40,32,28,24,20,17
9718,Portuguese A Level,june-2023,04,75,55,48,44,40,35
8684,Portuguese Language AS Level,june-2023,01,100,68,61,54,48,42
8684,Portuguese Language AS Level,june-2023,02,70,46,40,34,29,24
8684,Portuguese Language AS Level,june-2023,03,40,28,24,20,17,14
9990,Psychology,june-2023,11,60,39,34,29,24,20
9990,Psychology,june-2023,12,60,38,31,26,22,18
9990,Psychology,june-2023,13,60,39,32,28,24,20
9990,Psychology,june-2023,21,60,38,34,31,28,24
9990,Psychology,june-2023,22,60,38,35,31,26,22
9990,Psychology,june-2023,23,60,39,36,31,27,23
9990,Psychology,june-2023,31,60,37,32,27,21,14
9990,Psychology,june-2023,32,60,34,29,25,20,14
9990,Psychology,june-2023,33,60,37,32,27,21,14
9990,Psychology,june-2023,41,60,34,29,24,20,16
9990,Psychology,june-2023,42,60,33,29,24,20,16
9990,Psychology,june-2023,43,60,34,29,24,20,16
9990,Psychology,june-2023,50,75,54,45,36,27,18
9990,Psychology,june-2023,60,75,54,45,36,27,18
9699,Sociology,june-2023,11,60,38,34,30,25,20
9699,Sociology,june-2023,12,60,36,30,25,20,16
9699,Sociology,june-2023,13,60,36,31,26,21,17
9699,Sociology,june-2023,21,60,38,34,29,24,19
9699,Sociology,june-2023,22,60,36,30,26,21,16
9699,Sociology,june-2023,23,60,36,32,27,22,17
9699,Sociology,june-2023,31,50,36,34,30,25,21
9699,Sociology,june-2023,32,50,36,34,30,25,21
9699,Sociology,june-2023,33,50,36,34,29,25,21
9699,Sociology,june-2023,41,70,51,49,45,40,34
9699,Sociology,june-2023,42,70,51,49,45,40,34
9699,Sociology,june-2023,43,70,51,49,45,40,34
9699,Sociology,june-2023,50,75,54,45,36,27,18
9699,Sociology,june-2023,60,75,54,45,36,27,18
9719,Spanish A Level,june-2023,01,100,78,68,60,53,46
9719,Spanish A Level,june-2023,21,70,52,48,41,35,28
9719,Spanish A Level,june-2023,22,70,51,46,40,34,28
9719,Spanish A Level,june-2023,23,70,51,46,40,34,28
9719,Spanish A Level,june-2023,31,40,32,28,24,20,17
9719,Spanish A Level,june-2023,32,40,32,28,24,20,17
9719,Spanish A Level,june-2023,33,40,32,28,24,20,17
9719,Spanish A Level,june-2023,41,75,51,46,42,38,34
9719,Spanish A Level,june-2023,42,75,51,46,42,38,34
9719,Spanish A Level,june-2023,43,75,51,46,42,38,34
9719,Spanish A Level,june-2023,60,75,54,45,36,27,18
8685,Spanish Language AS Level,june-2023,01,100,68,60,53,46,39
8685,Spanish Language AS Level,june-2023,21,70,48,41,35,28,22
8685,Spanish Language AS Level,june-2023,22,70,46,40,34,28,22
8685,Spanish Language AS Level,june-2023,23,70,46,40,34,28,22
8685,Spanish Language AS Level,june-2023,31,40,28,24,20,17,14
8685,Spanish Language AS Level,june-2023,32,40,28,24,20,17,14
8685,Spanish Language AS Level,june-2023,33,40,28,24,20,17,14
8685,Spanish Language AS Level,june-2023,50,75,45,36,27,18,9
8673,Spanish Literature AS Level,june-2023,41,75,46,42,38,34,30
8673,Spanish Literature AS Level,june-2023,42,75,46,42,38,34,30
9689,Tamil A Level,june-2023,22,70,44,40,36,29,22
9689,Tamil A Level,june-2023,32,40,29,25,21,18,15
9689,Tamil A Level,june-2023,42,75,38,36,31,27,23
9689,Tamil A Level,june-2023,52,40,30,25,21,18,15
8689,Tamil Language AS Level,june-2023,22,70,40,34,28,22,16
8689,Tamil Language AS Level,june-2023,32,40,25,21,18,15,12
9694,Thinking Skills,june-2023,11,50,29,25,21,16,11
9694,Thinking Skills,june-2023,12,50,29,25,21,16,11
9694,Thinking Skills,june-2023,13,50,29,25,21,16,11
9694,Thinking Skills,june-2023,21,50,26,22,18,15,12
9694,Thinking Skills,june-2023,22,50,27,23,19,16,13
9694,Thinking Skills,june-2023,23,50,27,23,19,16,13
9694,Thinking Skills,june-2023,31,50,33,27,23,20,16
9694,Thinking Skills,june-2023,32,50,31,26,23,19,14
9694,Thinking Skills,june-2023,33,50,31,26,23,19,14
9694,Thinking Skills,june-2023,41,50,28,24,21,18,15
9694,Thinking Skills,june-2023,42,50,29,25,21,18,15
9694,Thinking Skills,june-2023,43,50,29,25,21,18,15
9694,Thinking Skills,june-2023,60,75,54,45,36,27,18
9395,Travel and Tourism,june-2023,02,50,42,37,32,27,22
9395,Travel and Tourism,june-2023,11,100,71,62,57,52,47
9395,Travel and Tourism,june-2023,12,100,75,70,63,57,51
9395,Travel and Tourism,june-2023,13,100,75,70,63,57,51
9395,Travel and Tourism,june-2023,31,50,38,32,28,22,17
9395,Travel and Tourism,june-2023,32,50,35,29,24,19,14
9395,Travel and Tourism,june-2023,33,50,35,29,24,19,14
9395,Travel and Tourism,june-2023,41,50,38,33,29,25,21
9395,Travel and Tourism,june-2023,42,50,38,33,29,25,21
9395,Travel and Tourism,june-2023,43,50,38,33,29,25,21
9686,Urdu A Level,june-2023,02,70,59,53,48,43,35
9686,Urdu A Level,june-2023,03,40,32,28,24,20,17
9686,Urdu A Level,june-2023,04,75,56,50,45,40,36
8686,Urdu Language AS Level,june-2023,02,70,53,47,41,35,29
8686,Urdu Language AS Level,june-2023,03,40,28,24,20,17,14
9706,Accounting,march-2023,12,30,22,17,14,12,10
9706,Accounting,march-2023,22,90,45,41,34,25,17
9706,Accounting,march-2023,32,75,45,39,32,25,17
9706,Accounting,march-2023,42,50,34,30,24,18,12
9479,Art & Design,march-2023,01,100,72,63,52,41,30
9479,Art & Design,march-2023,02,100,69,58,49,40,31
9479,Art & Design,march-2023,03,100,72,62,52,42,32
9609,Business,march-2023,12,40,34,30,27,24,22
9609,Business,march-2023,22,60,46,43,39,35,31
9609,Business,march-2023,32,60,39,34,29,24,19
9609,Business,march-2023,42,40,27,24,21,18,15
9980,Cambridge International Project,march-2023,01,80,55,48,41,34,28
9701,Chemistry,march-2023,12,40,28,25,20,16,12
9701,Chemistry,march-2023,22,60,38,33,28,23,18
9701,Chemistry,march-2023,33,40,23,21,18,15,12
9701,Chemistry,march-2023,42,100,55,46,38,29,20
9701,Chemistry,march-2023,52,30,23,20,16,13,10
9708,Economics,march-2023,12,30,21,18,15,12,10
9708,Economics,march-2023,22,60,25,22,18,15,11
9708,Economics,march-2023,32,30,23,21,18,15,12
9708,Economics,march-2023,42,60,33,29,25,20,16
8021,English General Paper AS Level,march-2023,12,30,21,18,15,13,11
8021,English General Paper AS Level,march-2023,22,50,32,29,26,22,19
9093,English Language,march-2023,12,50,34,30,26,22,18
9093,English Language,march-2023,22,50,34,29,25,21,18
9093,English Language,march-2023,32,50,35,30,25,19,13
9093,English Language,march-2023,42,50,35,29,23,18,13
9695,English Literature,march-2023,12,50,36,32,28,23,18
9695,English Literature,march-2023,22,50,34,30,25,21,17
9695,English Literature,march-2023,32,50,36,31,27,22,17
9695,English Literature,march-2023,42,50,37,31,26,22,17
9239,Global Perspectives & Research,march-2023,02,40,27,24,22,19,17
9239,Global Perspectives & Research,march-2023,03,40,26,24,21,19,17
9239,Global Perspectives & Research,march-2023,04,85,57,49,42,34,26
9239,Global Perspectives & Research,march-2023,12,45,32,29,26,23,19
9626,Information Technology,march-2023,02,90,58,52,48,43,38
9626,Information Technology,march-2023,04,90,73,67,59,50,41
9626,Information Technology,march-2023,12,70,34,31,26,22,18
9626,Information Technology,march-2023,32,70,44,37,31,25,19
9709,Mathematics,march-2023,12,75,60,52,42,33,24
9709,Mathematics,march-2023,22,50,38,34,28,22,16
9709,Mathematics,march-2023,32,75,58,51,42,33,24
9709,Mathematics,march-2023,42,50,37,30,24,17,10
9709,Mathematics,march-2023,52,50,36,29,24,18,12
9709,Mathematics,march-2023,62,50,39,34,28,22,16
9702,Physics,march-2023,12,40,28,25,21,18,15
9702,Physics,march-2023,22,60,41,35,29,22,14
9702,Physics,march-2023,33,40,31,28,25,23,21
9702,Physics,march-2023,42,100,60,51,43,34,24
9702,Physics,march-2023,52,30,22,19,15,11,8
9990,Psychology,march-2023,12,60,39,35,30,25,21
9990,Psychology,march-2023,22,60,43,37,33,29,25
9990,Psychology,march-2023,32,60,37,30,25,21,16
9990,Psychology,march-2023,42,60,36,31,27,23,19
9699,Sociology,march-2023,12,60,34,30,27,23,19
9699,Sociology,march-2023,22,60,36,31,27,24,21
9699,Sociology,march-2023,32,50,39,34,30,25,19
9699,Sociology,march-2023,42,70,50,44,38,33,28
9706,Accounting,november-2022,11,30,21,15,13,11,9
9706,Accounting,november-2022,12,30,21,15,13,11,9
9706,Accounting,november-2022,13,30,21,15,13,11,9
9706,Accounting,november-2022,21,90,52,46,37,28,20
9706,Accounting,november-2022,22,90,52,46,37,28,20
9706,Accounting,november-2022,23,90,52,46,37,28,20
9706,Accounting,november-2022,31,150,93,85,71,56,40
9706,Accounting,november-2022,32,150,93,85,71,56,40
9706,Accounting,november-2022,33,150,93,85,71,56,40
9679,Afrikaans,november-2022,02,70,45,39,33,27,20
9679,Afrikaans,november-2022,03,40,29,25,21,17,14
9679,Afrikaans,november-2022,04,75,49,44,40,37,33
8679,Afrikaans Language AS Level,november-2022,02,70,39,32,26,20,14
8679,Afrikaans Language AS Level,november-2022,03,40,25,21,17,14,11
8680,Arabic Language AS Level,november-2022,21,70,36,29,23,17,11
8680,Arabic Language AS Level,november-2022,22,70,36,29,23,17,11
8680,Arabic Language AS Level,november-2022,31,40,28,24,20,16,12
8680,Arabic Language AS Level,november-2022,32,40,28,24,20,16,12
9680,Arabic A Level,november-2022,21,70,41,36,29,23,17
9680,Arabic A Level,november-2022,22,70,41,36,29,23,17
9680,Arabic A Level,november-2022,31,40,32,28,24,20,16
9680,Arabic A Level,november-2022,32,40,32,28,24,20,16
9680,Arabic A Level,november-2022,41,75,52,47,43,39,35
9680,Arabic A Level,november-2022,42,75,52,47,43,39,35
9680,Arabic A Level,november-2022,51,40,33,29,25,21,18
9680,Arabic A Level,november-2022,52,40,33,29,25,21,18
9479,Art & Design,november-2022,01,100,72,63,52,41,30
9479,Art & Design,november-2022,02,100,70,60,50,40,30
9479,Art & Design,november-2022,03,100,72,62,52,42,32
9700,Biology,november-2022,11,40,30,27,24,21,18
9700,Biology,november-2022,12,40,28,25,21,17,13
9700,Biology,november-2022,13,40,27,24,21,18,15
9700,Biology,november-2022,21,60,35,31,25,20,15
9700,Biology,november-2022,22,60,34,25,20,16,11
9700,Biology,november-2022,23,60,31,27,22,17,12
9700,Biology,november-2022,31,40,28,25,22,19,16
9700,Biology,november-2022,33,40,33,29,26,23,20
9700,Biology,november-2022,34,40,32,28,24,20,17
9700,Biology,november-2022,35,40,32,29,26,24,21
9700,Biology,november-2022,36,40,29,27,24,21,19
9700,Biology,november-2022,41,100,58,51,45,38,30
9700,Biology,november-2022,42,100,57,48,39,30,21
9700,Biology,november-2022,43,100,58,51,45,38,30
9700,Biology,november-2022,50,75,54,45,36,27,18
9700,Biology,november-2022,51,30,19,16,13,10,8
9700,Biology,november-2022,52,30,14,12,10,8,6
9700,Biology,november-2022,53,30,19,16,13,10,8
9609,Business,november-2022,11,40,33,30,27,25,23
9609,Business,november-2022,12,40,31,28,25,23,21
9609,Business,november-2022,13,40,33,28,25,23,21
9609,Business,november-2022,21,60,44,41,38,34,30
9609,Business,november-2022,22,60,43,41,38,34,30
9609,Business,november-2022,23,60,43,40,36,32,28
9609,Business,november-2022,31,100,57,51,44,37,30
9609,Business,november-2022,32,100,54,48,41,33,26
9609,Business,november-2022,33,100,57,51,44,37,30
9609,Business,november-2022,50,75,51,42,33,24,15
9980,Cambridge International Project,november-2022,01,80,55,48,41,34,28
8681,Chinese Language AS Level only,november-2022,21,70,37,31,26,20,15
8681,Chinese Language AS Level only,november-2022,22,70,37,31,26,20,15
8681,Chinese Language AS Level only,november-2022,23,70,40,34,29,23,18
8681,Chinese Language AS Level only,november-2022,31,40,27,23,19,16,13
8681,Chinese Language AS Level only,november-2022,32,40,27,23,19,16,13
8681,Chinese Language AS Level only,november-2022,33,40,27,23,19,16,13
9715,Chinese A Level,november-2022,21,70,42,37,32,26,20
9715,Chinese A Level,november-2022,22,70,42,37,32,26,20
9715,Chinese A Level,november-2022,23,70,45,40,35,29,23
9715,Chinese A Level,november-2022,31,40,31,27,23,19,16
9715,Chinese A Level,november-2022,32,40,31,27,23,19,16
9715,Chinese A Level,november-2022,33,40,31,27,23,19,16
9715,Chinese A Level,november-2022,41,75,50,45,41,37,33
9715,Chinese A Level,november-2022,42,75,50,45,41,37,33
9715,Chinese A Level,november-2022,43,75,50,45,41,37,33
9715,Chinese A Level,november-2022,60,75,43,36,29,22,15
9274,Classical Studies,november-2022,11,50,35,30,25,20,16
9274,Classical Studies,november-2022,12,50,35,30,25,20,16
9274,Classical Studies,november-2022,13,50,35,30,25,20,16
9274,Classical Studies,november-2022,21,50,34,30,25,20,15
9274,Classical Studies,november-2022,22,50,34,30,25,20,15
9274,Classical Studies,november-2022,23,50,34,30,25,20,15
9274,Classical Studies,november-2022,31,50,33,29,26,22,18
9274,Classical Studies,november-2022,32,50,33,29,26,22,18
9274,Classical Studies,november-2022,33,50,33,29,26,22,18
9274,Classical Studies,november-2022,41,50,35,28,24,21,18
9274,Classical Studies,november-2022,42,50,35,28,24,21,18
9274,Classical Studies,november-2022,43,50,35,28,24,21,18
9618,Computer Science AS & A Level,november-2022,11,75,43,37,31,25,19
9618,Computer Science AS & A Level,november-2022,12,75,44,38,33,28,22
9618,Computer Science AS & A Level,november-2022,13,75,44,38,33,27,22
9618,Computer Science AS & A Level,november-2022,21,75,41,33,26,20,14
9618,Computer Science AS & A Level,november-2022,22,75,45,38,31,24,18
9618,Computer Science AS & A Level,november-2022,23,75,45,38,30,23,16
9618,Computer Science AS & A Level,november-2022,31,75,46,37,31,24,17
9618,Computer Science AS & A Level,november-2022,32,75,47,38,32,26,20
9618,Computer Science AS & A Level,november-2022,33,75,46,37,31,24,17
9618,Computer Science AS & A Level,november-2022,41,75,55,45,36,27,18
9618,Computer Science AS & A Level,november-2022,42,75,54,45,37,28,19
9618,Computer Science AS & A Level,november-2022,43,75,55,45,36,27,18
9618,Computer Science AS & A Level,november-2022,50,75,51,42,33,24,15
9705,Design & Technology,november-2022,02,40,32,28,24,20,16
9705,Design & Technology,november-2022,04,40,34,28,24,20,16
9705,Design & Technology,november-2022,11,120,96,92,84,77,70
9705,Design & Technology,november-2022,12,120,96,92,84,77,70
9705,Design & Technology,november-2022,13,120,96,92,84,77,70
9705,Design & Technology,november-2022,32,120,96,90,82,74,66
9705,Design & Technology,november-2022,33,120,96,90,82,74,66
9631,Design & Textiles,november-2022,01,75,49,43,38,33,28
9631,Design & Textiles,november-2022,02,100,75,70,60,50,40
9631,Design & Textiles,november-2022,03,100,58,51,45,39,33
9631,Design & Textiles,november-2022,04,100,78,72,62,52,42
9481,Digital Media & Design,november-2022,01,100,67,57,46,35,25
9481,Digital Media & Design,november-2022,02,100,67,56,45,35,24
9481,Digital Media & Design,november-2022,03,100,67,57,47,36,25
9011,Divinity A Level,november-2022,12,100,63,55,48,41,34
9011,Divinity A Level,november-2022,13,100,63,55,48,41,34
9011,Divinity A Level,november-2022,22,100,71,65,58,51,45
9011,Divinity A Level,november-2022,23,100,71,65,58,51,45
9011,Divinity A Level,november-2022,32,100,65,58,53,48,42
9011,Divinity A Level,november-2022,33,100,65,58,53,48,42
8041,Divinity AS Level,november-2022,21,100,64,58,52,46,40
8041,Divinity AS Level,november-2022,22,100,64,58,52,46,40
8041,Divinity AS Level,november-2022,23,100,64,58,52,46,40
9482,Drama,november-2022,02,60,48,42,35,29,23
9482,Drama,november-2022,03,60,49,43,37,30,24
9482,Drama,november-2022,04,60,46,37,31,25,18
9482,Drama,november-2022,11,60,35,30,25,20,15
9482,Drama,november-2022,12,60,35,30,25,20,15
9482,Drama,november-2022,13,60,35,30,25,20,15
9708,Economics,november-2022,11,30,22,20,17,14,11
9708,Economics,november-2022,12,30,24,22,19,16,13
9708,Economics,november-2022,13,30,23,20,17,14,12
9708,Economics,november-2022,21,40,19,15,12,10,7
9708,Economics,november-2022,22,40,21,18,15,12,9
9708,Economics,november-2022,23,40,21,18,16,13,9
9708,Economics,november-2022,31,30,22,20,18,16,15
9708,Economics,november-2022,32,30,22,18,16,14,13
9708,Economics,november-2022,33,30,22,19,17,15,13
9708,Economics,november-2022,41,70,42,37,33,29,25
9708,Economics,november-2022,42,70,42,37,33,29,24
9708,Economics,november-2022,43,70,42,36,32,28,24
9708,Economics,november-2022,50,75,51,42,33,24,15
8021,Engish General Paper AS Level,november-2022,11,30,20,17,15,13,12
8021,Engish General Paper AS Level,november-2022,12,30,20,17,15,13,12
8021,Engish General Paper AS Level,november-2022,13,30,20,17,15,13,12
8021,Engish General Paper AS Level,november-2022,21,50,27,25,22,19,15
8021,Engish General Paper AS Level,november-2022,22,50,27,25,22,19,15
8021,Engish General Paper AS Level,november-2022,23,50,28,26,23,20,16
9093,English Language,november-2022,11,50,33,29,25,21,18
9093,English Language,november-2022,12,50,33,29,25,21,18
9093,English Language,november-2022,13,50,33,29,25,21,18
9093,English Language,november-2022,21,50,33,28,25,22,18
9093,English Language,november-2022,22,50,33,28,25,22,18
9093,English Language,november-2022,23,50,33,28,25,22,18
9093,English Language,november-2022,31,50,35,29,23,18,12
9093,English Language,november-2022,32,50,35,29,23,18,12
9093,English Language,november-2022,33,50,35,29,23,18,12
9093,English Language,november-2022,41,50,35,30,25,19,13
9093,English Language,november-2022,42,50,35,30,25,19,13
9093,English Language,november-2022,43,50,35,30,25,19,13
9695,English Literature,november-2022,11,50,37,33,29,25,21
9695,English Literature,november-2022,12,50,37,33,29,25,21
9695,English Literature,november-2022,13,50,37,33,29,25,21
9695,English Literature,november-2022,21,50,30,27,23,20,17
9695,English Literature,november-2022,22,50,30,27,23,20,17
9695,English Literature,november-2022,23,50,30,27,23,20,17
9695,English Literature,november-2022,31,50,33,28,25,21,17
9695,English Literature,november-2022,32,50,33,28,25,21,17
9695,English Literature,november-2022,33,50,33,28,25,21,17
9695,English Literature,november-2022,41,50,38,32,27,23,18
9695,English Literature,november-2022,42,50,38,32,27,23,18
9695,English Literature,november-2022,43,50,38,32,27,23,18
9695,English Literature,november-2022,50,75,51,42,33,24,15
8695,English Language and Literature AS Level,november-2022,11,50,33,28,25,22,18
8695,English Language and Literature AS Level,november-2022,12,50,33,28,25,22,18
8695,English Language and Literature AS Level,november-2022,13,50,33,28,25,22,18
8695,English Language and Literature AS Level,november-2022,21,50,37,33,29,25,21
8695,English Language and Literature AS Level,november-2022,22,50,37,33,29,25,21
8695,English Language and Literature AS Level,november-2022,23,50,37,33,29,25,21
8695,English Language and Literature AS Level,november-2022,50,75,51,42,33,24,15
8291,Environmental Management,november-2022,11,80,50,43,38,33,27
8291,Environmental Management,november-2022,12,80,49,43,38,34,30
8291,Environmental Management,november-2022,13,80,50,43,38,33,27
8291,Environmental Management,november-2022,21,80,49,44,39,34,30
8291,Environmental Management,november-2022,22,80,52,45,40,35,30
8291,Environmental Management,november-2022,23,80,49,44,39,34,30
9716,French A Level,november-2022,01,100,75,67,59,52,45
9716,French A Level,november-2022,22,70,43,38,33,29,25
9716,French A Level,november-2022,23,70,39,34,29,25,21
9716,French A Level,november-2022,32,40,28,24,20,17,14
9716,French A Level,november-2022,33,40,28,24,20,17,14
9716,French A Level,november-2022,42,75,54,48,44,38,32
9716,French A Level,november-2022,43,75,54,48,44,38,32
8682,French Language AS Level,november-2022,01,100,67,59,52,45,38
8682,French Language AS Level,november-2022,21,70,34,29,25,21,17
8682,French Language AS Level,november-2022,22,70,38,33,29,25,21
8682,French Language AS Level,november-2022,23,70,34,29,25,21,17
8682,French Language AS Level,november-2022,31,40,24,20,17,14,11
8682,French Language AS Level,november-2022,32,40,24,20,17,14,11
8682,French Language AS Level,november-2022,33,40,24,20,17,14,11
9696,Geography,november-2022,11,60,36,32,27,22,17
9696,Geography,november-2022,12,60,35,32,28,23,19
9696,Geography,november-2022,13,60,36,32,27,22,17
9696,Geography,november-2022,21,60,35,31,27,23,19
9696,Geography,november-2022,22,60,31,27,23,20,17
9696,Geography,november-2022,23,60,35,31,27,23,19
9696,Geography,november-2022,31,60,34,30,27,22,18
9696,Geography,november-2022,32,60,32,29,26,23,19
9696,Geography,november-2022,33,60,34,30,27,22,18
9696,Geography,november-2022,41,60,32,28,24,21,18
9696,Geography,november-2022,42,60,32,28,25,22,19
9696,Geography,november-2022,43,60,32,28,24,21,18
9696,Geography,november-2022,50,75,51,42,33,24,15
9717,German A Level,november-2022,01,100,76,66,58,51,44
9717,German A Level,november-2022,22,70,50,44,38,32,25
9717,German A Level,november-2022,23,70,50,44,38,32,25
9717,German A Level,november-2022,32,40,30,26,22,18,15
9717,German A Level,november-2022,33,40,30,26,22,18,15
9717,German A Level,november-2022,42,75,51,46,42,38,34
9717,German A Level,november-2022,43,75,51,46,42,38,34
8683,German Language AS Level,november-2022,01,100,66,58,51,44,37
8683,German Language AS Level,november-2022,22,70,44,37,31,25,19
8683,German Language AS Level,november-2022,23,70,44,37,31,25,19
8683,German Language AS Level,november-2022,32,40,26,22,18,15,12
8683,German Language AS Level,november-2022,33,40,26,22,18,15,12
9239,Global Perspectives & Research,november-2022,02,35,24,22,20,18,16
9239,Global Perspectives & Research,november-2022,03,35,24,22,20,18,16
9239,Global Perspectives & Research,november-2022,04,75,50,43,37,30,23
9239,Global Perspectives & Research,november-2022,11,30,19,17,15,13,11
9239,Global Perspectives & Research,november-2022,12,30,20,18,16,14,12
9239,Global Perspectives & Research,november-2022,13,30,20,18,16,14,12
9687,Hindi A Level,november-2022,02,70,54,49,45,40,35
9687,Hindi A Level,november-2022,03,40,32,29,24,19,15
9687,Hindi A Level,november-2022,04,75,51,47,43,40,36
9687,Hindi A Level,november-2022,05,40,35,32,28,24,20
8687,Hindi Language AS Level,november-2022,02,70,49,44,40,35,31
8687,Hindi Language AS Level,november-2022,03,40,29,24,19,15,11
8675,Hindi Literature,november-2022,04,75,47,43,39,36,33
9487,Hinduism A Level,november-2022,01,60,39,32,26,20,14
9487,Hinduism A Level,november-2022,02,60,35,30,24,18,13
9487,Hinduism A Level,november-2022,03,60,39,33,25,18,11
9487,Hinduism A Level,november-2022,04,60,41,34,28,21,14
9489,History,november-2022,11,40,22,20,17,14,12
9489,History,november-2022,12,40,22,20,17,14,12
9489,History,november-2022,13,40,22,20,17,14,12
9489,History,november-2022,21,60,35,30,25,20,15
9489,History,november-2022,22,60,36,31,26,21,16
9489,History,november-2022,23,60,36,31,26,21,16
9489,History,november-2022,31,40,30,26,22,18,15
9489,History,november-2022,32,40,30,26,22,18,15
9489,History,november-2022,33,40,30,26,22,18,15
9489,History,november-2022,41,60,39,33,29,25,20
9489,History,november-2022,42,60,39,33,29,25,20
9489,History,november-2022,43,60,39,33,29,25,20
9626,Information Technology,november-2022,02,90,48,40,36,32,28
9626,Information Technology,november-2022,04,90,67,58,48,38,27
9626,Information Technology,november-2022,11,70,33,28,23,18,13
9626,Information Technology,november-2022,12,70,33,28,23,18,13
9626,Information Technology,november-2022,13,70,33,28,23,18,13
9626,Information Technology,november-2022,31,70,42,35,30,26,22
9626,Information Technology,november-2022,32,70,42,35,30,26,22
9626,Information Technology,november-2022,33,70,42,35,30,26,22
9488,Islamic Studies,november-2022,12,50,38,33,28,24,20
9488,Islamic Studies,november-2022,22,50,40,35,31,26,22
9488,Islamic Studies,november-2022,32,50,37,32,27,22,17
9488,Islamic Studies,november-2022,42,50,36,31,26,21,16
8281,Japanese Language AS Level,november-2022,01,100,76,66,58,51,44
8281,Japanese Language AS Level,november-2022,02,70,44,41,36,32,27
8281,Japanese Language AS Level,november-2022,03,40,28,24,20,16,12
9084,Law,november-2022,11,75,46,40,35,30,25
9084,Law,november-2022,12,75,46,40,35,30,25
9084,Law,november-2022,21,50,36,32,30,28,27
9084,Law,november-2022,22,50,36,32,29,26,23
9084,Law,november-2022,31,75,42,37,32,27,23
9084,Law,november-2022,32,75,42,37,32,27,23
9084,Law,november-2022,33,75,42,37,32,27,23
9084,Law,november-2022,41,75,42,37,34,31,27
9084,Law,november-2022,42,75,42,37,34,31,27
9084,Law,november-2022,43,75,42,37,34,31,27
9693,Marine Science,november-2022,11,75,50,40,33,26,20
9693,Marine Science,november-2022,12,75,50,40,33,26,20
9693,Marine Science,november-2022,13,75,50,40,33,26,20
9693,Marine Science,november-2022,21,75,47,41,35,30,24
9693,Marine Science,november-2022,22,75,47,41,35,30,24
9693,Marine Science,november-2022,23,75,47,41,35,30,24
9693,Marine Science,november-2022,31,75,47,41,33,25,18
9693,Marine Science,november-2022,32,75,47,41,33,25,18
9693,Marine Science,november-2022,33,75,47,41,33,25,18
9693,Marine Science,november-2022,41,75,48,41,35,28,20
9693,Marine Science,november-2022,42,75,48,41,35,28,20
9693,Marine Science,november-2022,43,75,48,41,35,28,20
9709,Mathematics,november-2022,11,75,57,46,37,28,19
9709,Mathematics,november-2022,12,75,61,54,42,29,16
9709,Mathematics,november-2022,13,75,55,46,37,28,19
9709,Mathematics,november-2022,21,50,39,35,27,20,13
9709,Mathematics,november-2022,22,50,40,35,27,20,13
9709,Mathematics,november-2022,23,50,39,35,27,20,13
9709,Mathematics,november-2022,31,75,58,51,42,33,23
9709,Mathematics,november-2022,32,75,58,50,41,31,21
9709,Mathematics,november-2022,33,75,57,49,41,32,23
9709,Mathematics,november-2022,41,50,34,30,24,18,13
9709,Mathematics,november-2022,42,50,34,28,22,17,12
9709,Mathematics,november-2022,43,50,30,25,20,15,11
9709,Mathematics,november-2022,51,50,39,34,28,22,17
9709,Mathematics,november-2022,52,50,35,30,23,17,11
9709,Mathematics,november-2022,53,50,38,33,27,21,15
9709,Mathematics,november-2022,58,75,51,42,33,24,15
9709,Mathematics,november-2022,59,75,50,44,35,26,18
9709,Mathematics,november-2022,61,50,40,34,29,23,18
9709,Mathematics,november-2022,62,50,37,32,26,21,16
9709,Mathematics,november-2022,63,50,40,34,29,23,18
9231,Mathematics Further,november-2022,11,75,46,37,31,24,18
9231,Mathematics Further,november-2022,12,75,46,37,31,24,18
9231,Mathematics Further,november-2022,13,75,46,37,31,24,18
9231,Mathematics Further,november-2022,21,75,62,53,44,35,25
9231,Mathematics Further,november-2022,22,75,62,53,44,35,25
9231,Mathematics Further,november-2022,23,75,62,53,44,35,25
9231,Mathematics Further,november-2022,31,50,26,21,18,14,11
9231,Mathematics Further,november-2022,32,50,26,21,18,14,11
9231,Mathematics Further,november-2022,33,50,26,21,18,14,11
9231,Mathematics Further,november-2022,41,50,38,33,26,19,12
9231,Mathematics Further,november-2022,42,50,38,33,26,19,12
9231,Mathematics Further,november-2022,43,50,38,33,26,19,12
9607,Media Studies,november-2022,01,50,40,35,30,25,20
9607,Media Studies,november-2022,02,50,37,32,27,22,17
